id_filme,person_id,character,role
28171,tm14873,Big Black Man (uncredited),ACTOR
58618,tm14873,Homosexual (uncredited),ACTOR
83043,tm14873,Third Nude (uncredited),ACTOR
83044,tm14873,Hippie Girl (uncredited),ACTOR
83045,tm14873,Lady in Jaffe's Cafe (uncredited),ACTOR
11774,tm14873,Homicide Detective (uncredited),ACTOR
83046,tm14873,Car Driver (uncredited),ACTOR
27040,tm14873,Ann Mary Deacon (uncredited),ACTOR
56405,tm14873,Pedestrian Passing Harry's Car (uncredited),ACTOR
83047,tm14873,Hippie Guy (uncredited),ACTOR
357644,tm14873,Police Sergeant (uncredited),ACTOR
1254876,tm14873,Steve - Doctor (uncredited),ACTOR
1254791,tm14873,Fireman (uncredited),ACTOR
1254778,tm14873,First Nude (uncredited),ACTOR
1255103,tm14873,Bus Kid (uncredited),ACTOR
1254838,tm14873,Bus Kid (uncredited),ACTOR
1255106,tm14873,Bus Kid (uncredited),ACTOR
1255122,tm14873,Bus Kid (uncredited),ACTOR
1255589,tm14873,Mayor's Secretary (uncredited),ACTOR
56405,tm14873,,DIRECTOR
20837,tm119281,Clyde Barrow,ACTOR
17170,tm119281,Bonnie Parker,ACTOR
16446,tm119281,C. W. Moss,ACTOR
15098,tm119281,Buck Barrow,ACTOR
22346,tm119281,Blanche,ACTOR
18249,tm119281,Frank Hamer,ACTOR
11347,tm119281,Ivan Moss,ACTOR
22347,tm119281,Velma Davis,ACTOR
22345,tm119281,Eugene Grizzard,ACTOR
22348,tm119281,Bonnie's mother (uncredited),ACTOR
22349,tm119281,Bank Teller (uncredited),ACTOR
345491,tm119281,Policeman (uncredited),ACTOR
22351,tm119281,Deputy (uncredited),ACTOR
22352,tm119281,Bank Guard (uncredited),ACTOR
22354,tm119281,Bonnie's Sister (uncredited),ACTOR
511857,tm119281,Sheriff Smoot (uncredited),ACTOR
22355,tm119281,,DIRECTOR
14989,tm98978,Emmeline,ACTOR
44313,tm98978,Richard,ACTOR
36764,tm98978,Paddy Button,ACTOR
30068,tm98978,Arthur Lestrange,ACTOR
80677,tm98978,Lookout,ACTOR
66492,tm98978,Officer,ACTOR
80678,tm98978,Young Emmeline,ACTOR
80679,tm98978,Young Richard,ACTOR
80680,tm98978,Little Paddy,ACTOR
80681,tm98978,Infant Paddy,ACTOR
80682,tm98978,Sailor,ACTOR
80683,tm98978,Sailor,ACTOR
80684,tm98978,Sailor,ACTOR
28692,tm98978,,DIRECTOR
16024,tm44204,Capt. Keith Mallory,ACTOR
16485,tm44204,Cpl. James Arthur Miller,ACTOR
16350,tm44204,Col. Andrea Stavros,ACTOR
29175,tm44204,Pvt. 'Butcher' Brown,ACTOR
16352,tm44204,Maj. Roy Franklin,ACTOR
29176,tm44204,Pvt. Spyros Pappadimos,ACTOR
21795,tm44204,Maria Pappadimos,ACTOR
29177,tm44204,Anna,ACTOR
29178,tm44204,Commodore Jensen / Prologue Narrator,ACTOR
4431,tm44204,Squadron Leader Howard Barnsby RAAF,ACTOR
29179,tm44204,Cohn,ACTOR
29180,tm44204,Maj. Baker,ACTOR
16493,tm44204,Weaver,ACTOR
27914,tm44204,Sgt. Grogan,ACTOR
16882,tm44204,SS Hauptman Sessler,ACTOR
11738,tm44204,Muesel,ACTOR
13701,tm44204,Nicolai,ACTOR
29181,tm44204,Commandant,ACTOR
29182,tm44204,Group Captain,ACTOR
613906,tm44204,Bride,ACTOR
29184,tm44204,Patrol Boat Captain,ACTOR
29185,tm44204,German Gunnery Officer,ACTOR
13433,tm44204,German Officer on Navarone,ACTOR
29187,tm44204,,DIRECTOR
26187,tm67378,Dolworth,ACTOR
35196,tm67378,Fardan,ACTOR
24126,tm67378,Ehrengard,ACTOR
36499,tm67378,Jake,ACTOR
16444,tm67378,Jesus Raza,ACTOR
16488,tm67378,Maria,ACTOR
12463,tm67378,Grant,ACTOR
62767,tm67378,Ortega,ACTOR
62768,tm67378,Fierro,ACTOR
62769,tm67378,Padilla,ACTOR
62770,tm67378,Chiquita,ACTOR
57746,tm67378,Revolutionary,ACTOR
127918,tm67378,Revolutionary,ACTOR
23699,tm67378,Banker,ACTOR
534965,tm67378,Mexican Girl (uncredited),ACTOR
1461646,tm67378,Bandit (uncredited),ACTOR
58919,tm67378,Lady (uncredited),ACTOR
80218,tm67378,Bandit (uncredited),ACTOR
2209884,tm67378,Man at Door (uncredited),ACTOR
539684,tm67378,Hooper (uncredited),ACTOR
227842,tm67378,Jake's Prisoner (uncredited),ACTOR
2209736,tm67378,Mexican Servant (uncredited),ACTOR
101889,tm67378,Sheriff (uncredited),ACTOR
534354,tm67378,Deputy Sheriff (uncredited),ACTOR
650832,tm67378,Mexican Soldier (uncredited),ACTOR
23705,tm67378,,DIRECTOR
25707,tm69997,Himself,ACTOR
191724,tm69997,Herself (uncredited),ACTOR
65063,tm69997,,DIRECTOR
25056,tm16479,Bob Wallace,ACTOR
60326,tm16479,Phil Davis,ACTOR
74992,tm16479,Betty Haynes,ACTOR
74993,tm16479,Judy Haynes,ACTOR
41874,tm16479,General Waverly,ACTOR
27535,tm16479,Emma Allen,ACTOR
74994,tm16479,John,ACTOR
74995,tm16479,Susan Waverly,ACTOR
74996,tm16479,Dancer (uncredited),ACTOR
36157,tm16479,Anniversary Party Guest (uncredited),ACTOR
74997,tm16479,Jeep Driver (uncredited),ACTOR
25098,tm16479,Dancer (uncredited),ACTOR
100934,tm16479,Doris Lenz (uncredited),ACTOR
1023889,tm16479,Rita (uncredited),ACTOR
22477,tm16479,Club Patron (uncredited),ACTOR
14166,tm16479,Club Patron (uncredited),ACTOR
36504,tm16479,General Carlton (uncredited),ACTOR
422099,tm16479,Ed Harrison (uncredited),ACTOR
57838,tm16479,Train Conductor (uncredited),ACTOR
88997,tm16479,Station Master (uncredited),ACTOR
45687,tm16479,Landlord (uncredited),ACTOR
132394,tm16479,Mr. Herring (uncredited),ACTOR
71905,tm16479,Novello (uncredited),ACTOR
498631,tm16479,Albert (uncredited),ACTOR
14797,tm16479,,DIRECTOR
173189,tm135083,Abu Siri,ACTOR
530033,tm135083,Hanuma,ACTOR
173191,tm135083,Qinawi,ACTOR
1321002,tm135083,Madbouli,ACTOR
557165,tm135083,Abu Gaber,ACTOR
557166,tm135083,Jadallah,ACTOR
557167,tm135083,Sa'idi traveller,ACTOR
557168,tm135083,,ACTOR
557169,tm135083,Shawish Hassanein,ACTOR
557170,tm135083,,ACTOR
557171,tm135083,,ACTOR
538017,tm135083,Mansour,ACTOR
557172,tm135083,,ACTOR
557173,tm135083,,ACTOR
557178,tm135083,(as Assaad Kellada),ACTOR
555008,tm135083,Hallawatim,ACTOR
1521416,tm135083,,ACTOR
1521414,tm135083,,ACTOR
1321149,tm135083,,ACTOR
1521441,tm135083,,ACTOR
1521413,tm135083,,ACTOR
1521412,tm135083,,ACTOR
1521534,tm135083,,ACTOR
1521409,tm135083,,ACTOR
1521506,tm135083,,ACTOR
1521407,tm135083,,ACTOR
225932,tm135083,,ACTOR
2342528,tm135083,Halawethom,ACTOR
173191,tm135083,,DIRECTOR
218173,tm89386,Narrator (voice),ACTOR
41187,tm89386,,DIRECTOR
15595,tm156453,Herself,ACTOR
1765,tm156453,Himself,ACTOR
529469,tm156453,Herself,ACTOR
529467,tm156453,Himself,ACTOR
37864,tm156453,Himself,ACTOR
208243,tm156453,Herself,ACTOR
70582,tm156453,Himself,ACTOR
488851,tm156453,Herself,ACTOR
32267,tm156453,Himself,ACTOR
473965,tm156453,Himself,ACTOR
529468,tm156453,,DIRECTOR
173189,tm14350,Mohsen's Father,ACTOR
530826,tm14350,Qadry,ACTOR
216804,tm14350,Shaker,ACTOR
538123,tm14350,Souril,ACTOR
537218,tm14350,,ACTOR
558944,tm14350,,ACTOR
745894,tm14350,,ACTOR
1326853,tm14350,,ACTOR
493971,tm14350,,ACTOR
479007,tm14350,,ACTOR
745892,tm14350,,ACTOR
540702,tm14350,The Sheikh,ACTOR
745900,tm14350,,ACTOR
745891,tm14350,,ACTOR
536986,tm14350,,ACTOR
745890,tm14350,,ACTOR
745889,tm14350,,ACTOR
745888,tm14350,,ACTOR
745887,tm14350,,ACTOR
745886,tm14350,,ACTOR
223449,tm14350,Ibrahim,ACTOR
323651,tm14350,,ACTOR
530275,tm14350,,ACTOR
452580,tm14350,Mohsen,ACTOR
1113158,tm14350,Yehya's Mother,ACTOR
740561,tm14350,,ACTOR
173191,tm14350,,DIRECTOR
216804,tm81728,Abd El-Hadi,ACTOR
530826,tm81728,Mohamed Abu Swelam,ACTOR
452578,tm81728,Mohammad Effendi,ACTOR
537218,tm81728,Hassuna,ACTOR
498370,tm81728,Khedr,ACTOR
676484,tm81728,Diab,ACTOR
451939,tm81728,Elwani,ACTOR
525264,tm81728,Wasifa,ACTOR
540702,tm81728,El Omda,ACTOR
1332498,tm81728,Khadra,ACTOR
1635403,tm81728,Mahmoud Bik,ACTOR
1320859,tm81728,Shenawy,ACTOR
1330957,tm81728,,ACTOR
1014405,tm81728,,ACTOR
173191,tm81728,,DIRECTOR
6958,tm94651,Vijay Varma,ACTOR
104308,tm94651,Ravi Kapoor,ACTOR
105220,tm94651,Sheetal Sahni,ACTOR
57763,tm94651,Mr. Daaga,ACTOR
63303,tm94651,Balwant Singh,ACTOR
105226,tm94651,Sylvia,ACTOR
105221,tm94651,Tony,ACTOR
511559,tm94651,High School Principal,ACTOR
511558,tm94651,Ramnik Lal Tiwari,ACTOR
68725,tm94651,Prosecuting Lawyer,ACTOR
434348,tm94651,Judge,ACTOR
568116,tm94651,,ACTOR
511561,tm94651,,ACTOR
299653,tm94651,,ACTOR
105228,tm94651,,ACTOR
104310,tm94651,,ACTOR
509316,tm94651,,ACTOR
509943,tm94651,,ACTOR
199763,tm94651,,ACTOR
216331,tm94651,,DIRECTOR
553375,tm27298,Saladin,ACTOR
225932,tm27298,Louisa de Lusignan,ACTOR
215296,tm27298,Issa (The Swimmer),ACTOR
558944,tm27298,"Virginia, Princess of Kerak",ACTOR
520600,tm27298,King Richard,ACTOR
381250,tm27298,Queen Berengaria,ACTOR
471620,tm27298,King Philip of France,ACTOR
152472,tm27298,,ACTOR
530826,tm27298,"Conrad, Marquis of Montferrat",ACTOR
576037,tm27298,Duke Arthur,ACTOR
498370,tm27298,Prince of Akka,ACTOR
899933,tm27298,,ACTOR
1533795,tm27298,,ACTOR
1533801,tm27298,,ACTOR
1533807,tm27298,,ACTOR
2172269,tm27298,,ACTOR
546021,tm27298,,ACTOR
500657,tm27298,,ACTOR
173191,tm27298,,DIRECTOR
63665,tm100027,Ali Baba,ACTOR
134657,tm100027,Morjina,ACTOR
105220,tm100027,Fatima,ACTOR
57763,tm100027,Shamsher,ACTOR
514364,tm100027,,ACTOR
223525,tm100027,,ACTOR
221086,tm100027,,ACTOR
358575,tm100027,,ACTOR
219025,tm100027,episode (uncredited),ACTOR
434193,tm100027,,DIRECTOR
514365,tm100027,,DIRECTOR
225931,tm19608,Amal,ACTOR
15793,tm19608,Ahmed,ACTOR
219842,tm19608,Taher Pasha,ACTOR
173189,tm19608,Reyadh,ACTOR
540702,tm19608,Sabir,ACTOR
493971,tm19608,,ACTOR
520600,tm19608,Selim,ACTOR
562959,tm19608,Hassan,ACTOR
988354,tm19608,(Lawyer),ACTOR
173191,tm19608,,DIRECTOR
15793,tm204541,Ragab,ACTOR
225931,tm204541,Hamedah,ACTOR
225933,tm204541,Mamdouh,ACTOR
498370,tm204541,Ezzat,ACTOR
560735,tm204541,Ragab's Mother,ACTOR
152472,tm204541,Mamdouh's father,ACTOR
173191,tm204541,,DIRECTOR
479396,tm259855,,DIRECTOR
173252,tm356209,Shyam,ACTOR
150319,tm356209,Lata,ACTOR
550685,tm356209,Maria,ACTOR
132270,tm356209,Shobha,ACTOR
222315,tm356209,Cha Choo,ACTOR
222342,tm356209,,DIRECTOR
11472,ts45948,Various Characters,ACTOR
1549,ts45948,Various Characters,ACTOR
11474,ts45948,Various Characters,ACTOR
11475,ts45948,Various Characters,ACTOR
11476,ts45948,Various Characters,ACTOR
16383,ts45948,,DIRECTOR
216804,tm200475,,ACTOR
592619,tm200475,,ACTOR
339953,tm200475,,ACTOR
943833,tm200475,,ACTOR
943835,tm200475,,ACTOR
479396,tm200475,,DIRECTOR
530826,tm90896,Madbouli,ACTOR
557940,tm90896,,ACTOR
225934,tm90896,Tolba,ACTOR
534050,tm90896,Fatma,ACTOR
391527,tm90896,Ibrahim,ACTOR
744938,tm90896,Tafida,ACTOR
676484,tm90896,,ACTOR
1095845,tm90896,,ACTOR
524174,tm90896,,ACTOR
744936,tm90896,,ACTOR
323651,tm90896,,ACTOR
173191,tm90896,,DIRECTOR
867952,tm336403,,ACTOR
20201,tm336403,,ACTOR
69039,tm336403,,ACTOR
524849,tm336403,,ACTOR
460070,tm336403,,ACTOR
66223,tm336403,Julie's father,ACTOR
618228,tm336403,,ACTOR
222315,tm336403,,ACTOR
497329,tm336403,,ACTOR
727227,tm336403,,ACTOR
549933,tm336403,,DIRECTOR
1682144,tm107372,,DIRECTOR
218950,tm358653,Chabeli,ACTOR
173252,tm358653,Ramu,ACTOR
64409,tm358653,Kalu,ACTOR
515741,tm358653,Ramu's Mother,ACTOR
64411,tm358653,Kammo,ACTOR
434350,tm358653,Bhulo,ACTOR
216444,tm358653,,ACTOR
64529,tm358653,,ACTOR
1945610,tm358653,,ACTOR
2434209,tm259684,,ACTOR
479396,tm259684,,DIRECTOR
522301,tm403346,,DIRECTOR
518321,tm16812,,ACTOR
522302,tm16812,,ACTOR
132302,tm16812,,ACTOR
906104,tm16812,,DIRECTOR
32954,ts20681,Jerry Seinfeld,ACTOR
12464,ts20681,George Costanza,ACTOR
43320,ts20681,Cosmo Kramer,ACTOR
12018,ts20681,Elaine Benes,ACTOR
5313,tm155787,Henry Hill,ACTOR
3748,tm155787,James Conway,ACTOR
9438,tm155787,Tommy DeVito,ACTOR
9439,tm155787,Karen Hill,ACTOR
8280,tm155787,Paul Cicero,ACTOR
9441,tm155787,Frankie Carbone,ACTOR
9443,tm155787,Sonny Bunz,ACTOR
6329,tm155787,Frenchy,ACTOR
9444,tm155787,Billy Batts,ACTOR
9440,tm155787,Morris Kessler,ACTOR
9442,tm155787,Tuddy Cicero,ACTOR
507403,tm155787,Himself,ACTOR
9448,tm155787,Janice Rossi,ACTOR
9446,tm155787,Tommy's Mother,ACTOR
9451,tm155787,Vinnie,ACTOR
9447,tm155787,Karen's Mother,ACTOR
9449,tm155787,Sandy,ACTOR
9453,tm155787,Belle Kessler,ACTOR
4103,tm155787,Lois Byrd,ACTOR
9454,tm155787,Himself,ACTOR
9455,tm155787,Mickey Conway,ACTOR
53404,tm155787,Young Henry,ACTOR
9456,tm155787,Henry's Mother,ACTOR
9457,tm155787,Henry's Father,ACTOR
6693,tm155787,Michael Hill,ACTOR
9450,tm155787,Spider,ACTOR
758896,tm155787,Bobby  Vinton,ACTOR
9034,tm155787,Johnny Roastbeef,ACTOR
9458,tm155787,Dr. Dan,ACTOR
9459,tm155787,Tony,ACTOR
598816,tm155787,Johnny Dio,ACTOR
9461,tm155787,Ronnie,ACTOR
9462,tm155787,Tony Stacks,ACTOR
9463,tm155787,Young Tommy,ACTOR
758894,tm155787,City Detective #1,ACTOR
